index,place_name,category,address,phone,api_distance,haversine_m,lat,lon,csv_name
32,카페보스 수원경기대점,일반카페,경기 수원시 영통구 이의동 1256-3,031-215-8055,240,240,37.2999707,127.0427957,카페
33,카페오르카,일반카페,경기 수원시 영통구 이의동 1256-1,070-8777-5333,283,283,37.3004688,127.0432979,카페
34,카페워터쿨러,일반카페,경기 수원시 장안구 연무동 4-36,,710,709,37.30079673,127.0321228,카페
35,커피멍냥 광교역점,테마카페,경기 수원시 영통구 이의동 1275-9,010-2764-2141,332,332,37.29783181120631,127.04232867706992,카페
36,컴포즈커피 광교역경기대점,커피전문점,경기 수원시 영통구 이의동 1257-4,070-4113-0085,281,281,37.29962186,127.0431869,카페
37,타르테은,디저트카페,경기 수원시 영통구 이의동 1263-5,070-8211-0610,535,535,37.298691,127.0458301,카페
38,타짜도르 수원광교점,커피전문점,경기 수원시 영통구 이의동 1259,031-217-3399,471,470,37.29988233,127.045409,카페
39,탐앤탐스 광교역경기대점,커피전문점,경기 수원시 영통구 이의동 1257-3,031-213-9350,313,313,37.30003437258885,127.04363263039649,카페
40,터닌트,커피전문점,경기 수원시 영통구 이의동 1266-6,010-7924-1888,552,551,37.29801708,127.0456785,카페
41,투썸플레이스 광교역점,커피전문점,경기 수원시 영통구 이의동 1258-7,031-212-2522,430,429,37.300130287484684,127.04495796441404,카페
42,파란만잔 광교플렉스데시앙점,일반카페,경기 수원시 영통구 이의동 1285-1,,542,543,37.29544704,127.0389078,카페
43,파운드,디저트카페,경기 수원시 영통구 이의동 1263-3,010-2747-1263,545,545,37.29894771,127.046049,카페
44,해피누디,디저트카페,경기 수원시 영통구 이의동 1351-6,010-7654-3340,1232,1233,37.29102417,127.04785652938988,카페
45,헤르츠,일반카페,경기 수원시 영통구 이의동 1248-2,0507-1352-2965,509,509,37.30093549,127.0457931,카페
